10000
116 180 324 164 340
276 132 100 164 356
452 212 244 196 276
404 196 148 132 388
196 468 388 292 324
388 308 404 420 180
468 276 388 132 308
468 420 260 180 164
372 356 468 100 452
148 356 452 468 276
292 244 132 100 148
452 212 148 260 116
212 468 484 164 276
196 244 148 100 452
308 228 340 260 196
324 260 452 100 228
164 484 308 244 356
324 260 100 340 276
180 116 372 356 164
404 132 244 356 340
420 228 148 116 452
308 116 100 292 276
164 308 100 228 452
356 100 212 404 340
420 116 388 340 404
484 244 436 228 148
292 148 276 372 212
244 212 260 404 436
340 244 436 484 212
340 116 356 276 388
292 276 132 196 260
308 164 420 356 388
484 148 260 228 292
372 420 436 308 356
276 100 340 292 244
212 340 100 388 228
324 180 404 388 308
164 212 404 100 468
308 116 468 276 340
388 196 308 228 484
132 260 324 404 436
212 452 356 340 276
468 292 212 276 388
324 196 420 436 388
436 244 228 324 372
452 100 372 484 260
228 340 212 484 164
468 340 372 452 164
484 260 452 340 388
388 180 324 356 100
276 148 260 132 420
212 164 292 228 340
436 116 452 180 132
148 404 420 132 468
420 308 436 260 228
356 372 468 212 276
260 148 308 228 292
388 420 468 260 116
244 468 148 292 164
468 212 196 164 436
404 372 180 292 244
180 452 164 356 244
244 196 372 468 116
308 436 228 484 452
244 180 276 340 436
468 148 100 420 372
132 292 164 212 244
228 100 404 372 276
340 260 116 324 468
292 340 468 436 420
244 308 100 212 276
164 228 196 132 260
388 196 404 148 356
436 484 228 180 260
116 340 324 372 212
308 484 180 100 292
212 468 276 372 404
452 404 308 148 324
388 420 260 372 180
372 164 228 212 388
100 436 260 308 420
340 244 452 100 228
276 404 372 180 356
308 420 164 372 180
452 244 260 228 404
180 228 404 132 420
244 452 292 100 212
260 132 372 468 436
276 180 340 484 116
292 196 324 164 468
452 148 212 308 116
292 452 420 324 404
180 324 212 468 404
276 340 372 244 148
484 164 100 276 260
372 228 324 468 356
436 276 404 260 340
132 180 452 356 324
196 324 228 372 100
116 276 484 148 340
132 356 116 404 276
244 228 276 132 196
484 452 356 260 324
420 372 276 228 132
356 276 260 388 292
436 404 372 292 244
340 372 420 484 100
196 132 228 180 116
100 372 340 452 276
116 244 404 420 308
260 196 116 180 420
452 100 308 276 436
484 116 324 404 148
356 132 212 100 228
132 468 484 340 116
260 436 484 452 164
132 148 484 324 308
116 308 356 340 244
404 244 276 116 436
244 308 100 324 340
260 100 196 116 292
148 324 164 228 404
244 404 276 132 180
212 276 372 244 452
340 420 260 212 484
212 372 116 228 132
260 308 212 132 324
436 228 180 164 404
212 244 132 420 116
308 372 388 260 164
260 372 196 388 292
212 148 308 292 436
116 196 260 484 356
404 196 420 340 324
164 404 276 228 212
164 116 420 228 324
292 324 212 116 484
260 324 308 468 388
244 116 420 100 404
356 196 324 452 420
116 244 148 260 340
212 180 468 420 340
180 436 356 372 308
164 340 228 388 276
260 388 180 116 404
260 116 356 308 452
468 100 196 164 116
372 244 484 260 116
324 388 452 180 276
228 372 196 340 436
244 276 228 260 148
436 452 100 404 484
196 100 260 148 404
436 180 484 404 372
404 148 180 164 436
276 420 404 228 132
228 276 468 180 308
404 180 436 452 212
228 100 148 164 212
228 148 164 212 452
100 260 132 164 228
340 116 132 276 260
196 436 468 164 116
292 116 228 260 468
372 404 100 436 228
196 292 308 148 116
228 388 244 468 420
324 276 212 452 164
276 404 180 212 148
292 116 148 260 276
356 244 100 212 340
324 228 468 404 180
260 324 228 404 436
292 180 388 372 100
100 420 324 148 484
196 292 372 356 324
484 228 164 244 324
164 196 404 356 388
260 484 308 196 388
484 180 420 116 132
276 164 148 292 372
180 164 228 324 292
324 452 148 420 180
484 276 244 324 388
116 244 372 212 436
276 388 100 356 196
308 260 276 404 372
260 228 212 292 148
340 308 372 324 468
180 356 196 324 260
308 468 196 132 372
244 420 100 484 196
308 436 132 180 196
260 356 324 484 404
196 308 276 420 356
132 164 468 388 356
308 372 100 244 276
260 436 484 196 468
196 308 260 452 164
292 404 260 132 212
212 340 116 276 436
484 164 324 436 244
212 100 452 388 276
388 404 372 116 212
148 100 308 340 404
100 404 132 244 180
420 212 196 100 452
420 436 308 196 164
324 148 484 100 468
404 388 452 164 372
324 404 388 244 468
164 420 148 100 180
244 100 164 196 468
372 308 132 196 388
164 228 404 468 148
292 420 212 276 404
116 148 340 436 324
308 116 276 356 132
148 452 244 116 340
484 164 468 372 228
212 308 228 292 116
180 404 324 116 452
372 404 196 180 452
388 484 468 276 148
116 244 292 132 308
228 484 388 196 436
148 420 484 228 324
324 292 196 164 260
340 244 212 260 436
324 228 180 148 292
228 372 468 100 388
356 436 484 292 244
148 292 436 372 388
100 132 260 292 276
420 452 388 372 276
148 484 372 356 228
244 356 388 276 212
260 436 180 420 132
372 356 436 308 484
468 196 260 404 148
196 308 372 244 324
244 132 484 388 372
164 180 308 372 132
404 292 164 276 196
116 468 132 100 164
324 436 244 420 276
116 180 132 292 212
132 212 148 436 276
260 100 132 148 436
340 212 244 468 260
276 468 292 308 164
132 276 308 484 372
164 116 324 148 372
100 132 164 180 436
340 260 404 100 468
372 340 308 436 404
484 292 388 100 164
468 116 260 292 212
484 164 244 132 228
276 196 292 372 244
276 244 436 180 404
100 116 212 468 420
228 260 324 276 132
148 388 116 212 132
180 372 356 292 164
228 436 372 404 100
180 308 100 212 452
468 132 212 244 388
372 100 212 148 132
260 452 196 404 116
276 372 468 388 132
436 260 340 292 164
180 292 276 164 308
308 276 484 244 148
484 356 244 164 132
228 260 436 244 468
260 164 484 148 228
420 340 212 308 148
276 388 372 452 100
180 292 276 196 436
372 228 308 116 292
372 244 484 340 420
452 132 116 436 212
260 404 468 372 212
148 132 452 164 180
324 356 276 308 260
404 148 308 228 420
452 244 292 404 212
340 436 180 452 196
484 452 100 228 132
148 308 100 180 372
180 436 260 356 276
420 308 324 228 468
276 212 228 116 132
340 356 100 420 228
452 308 228 212 340
276 420 340 388 452
356 100 148 468 164
404 228 132 356 260
244 420 132 100 452
100 340 180 484 308
196 436 484 164 308
404 276 292 436 164
372 404 228 292 148
292 420 436 100 164
356 164 196 308 436
388 180 164 228 292
100 212 388 340 148
292 148 340 260 212
228 180 372 452 260
212 404 196 468 484
276 164 324 388 132
212 468 196 340 292
228 484 180 116 164
404 196 436 180 324
196 292 228 148 452
340 452 180 164 276
148 388 196 228 132
196 356 404 132 420
116 148 468 244 452
180 100 164 404 244
244 356 484 468 196
132 260 292 452 356
420 116 484 276 388
340 372 452 388 180
372 164 212 436 468
356 228 324 388 372
292 372 100 356 164
292 340 452 244 356
436 468 308 372 180
324 212 100 308 372
372 436 356 340 484
196 228 356 420 100
356 308 164 196 148
116 340 404 452 308
244 356 132 212 276
356 420 100 260 324
468 116 164 308 132
292 436 388 212 468
292 420 164 388 100
212 260 436 180 484
180 468 148 196 324
324 116 356 132 180
452 180 228 260 116
116 404 132 340 196
228 372 324 404 436
420 436 404 468 100
324 276 164 180 308
420 436 404 116 132
164 180 484 212 436
356 308 196 228 164
132 484 100 436 452
452 356 276 132 116
388 356 468 340 292
388 356 484 436 468
180 404 356 436 116
132 100 180 116 148
180 452 100 164 308
452 388 116 276 468
404 420 324 436 388
292 436 484 212 308
420 260 340 452 372
388 100 452 164 228
100 452 116 148 228
292 164 116 212 452
132 356 388 116 100
228 468 292 100 164
404 468 164 292 116
228 452 148 180 484
228 308 276 324 132
116 340 244 164 324
292 420 260 340 388
356 212 436 324 340
324 388 164 372 148
116 452 228 132 180
468 356 452 116 372
324 292 436 164 116
404 356 324 244 260
484 180 116 340 452
372 228 148 292 308
212 276 436 404 132
356 484 436 180 292
388 276 340 292 132
244 148 324 436 164
436 452 404 372 164
484 196 372 228 340
452 276 292 484 132
276 436 228 100 356
436 356 180 484 100
260 308 452 340 244
436 276 180 340 356
212 436 260 372 324
116 324 132 340 356
180 148 324 340 164
180 276 452 292 100
436 324 260 420 116
372 260 484 244 164
404 100 180 228 132
420 484 244 308 180
420 308 132 212 100
116 212 468 436 308
420 452 212 356 244
356 436 148 308 116
308 180 132 148 212
212 116 420 276 228
420 292 372 468 324
308 212 468 340 228
148 292 132 228 100
468 244 340 148 276
436 260 420 452 212
196 212 180 436 100
148 228 324 404 388
164 372 260 276 116
420 356 308 452 100
308 420 276 196 116
468 132 308 420 484
468 164 196 148 100
196 228 260 452 164
180 132 436 340 452
308 212 292 260 116
228 388 212 276 244
116 324 260 484 388
356 132 420 468 308
180 452 372 308 484
356 180 340 388 484
148 164 196 324 116
340 100 452 116 308
276 116 228 132 180
148 132 388 260 100
276 468 116 132 196
388 372 484 452 148
468 148 372 132 388
404 116 436 324 180
484 452 260 164 132
292 100 324 276 340
356 340 436 244 420
132 212 116 260 420
196 340 212 100 308
436 228 292 420 388
356 484 212 452 164
196 308 436 164 484
196 116 340 132 100
292 228 340 420 276
180 388 436 372 356
324 260 372 468 164
228 420 356 260 212
452 292 340 484 308
180 148 436 244 420
420 196 228 100 116
164 404 372 420 180
292 388 244 452 356
404 324 148 308 340
388 292 196 100 356
132 292 436 308 212
372 404 340 436 324
340 324 436 132 244
180 100 116 356 196
180 164 436 100 372
164 148 260 212 340
196 452 100 372 324
420 308 228 276 148
484 212 196 228 324
228 276 372 484 148
340 100 452 180 212
196 420 356 148 372
356 420 228 308 260
356 484 324 372 228
452 132 212 308 372
196 212 356 276 100
388 244 452 468 180
420 244 228 324 148
164 452 356 324 340
388 180 212 116 164
260 116 276 100 420
404 260 276 196 292
212 372 276 260 356
148 452 484 372 100
180 340 388 452 276
164 340 244 100 388
452 132 308 372 292
484 468 116 228 340
292 356 132 148 436
116 180 308 148 260
180 452 244 276 260
324 148 132 100 180
420 452 212 228 324
452 260 292 468 388
164 276 244 324 212
260 404 436 356 212
148 308 356 100 212
404 148 212 484 100
180 212 244 404 196
404 244 164 324 340
340 116 212 228 292
148 196 260 388 164
116 420 276 436 100
404 420 116 164 292
420 260 196 340 484
212 468 100 356 324
420 340 372 212 100
292 308 164 260 132
100 260 436 452 308
484 164 100 436 324
196 148 164 356 132
164 212 276 404 132
308 324 164 148 228
308 196 260 100 164
260 324 148 100 468
180 292 164 244 148
228 308 292 420 244
404 484 468 228 148
148 292 324 356 436
484 388 100 244 212
164 468 484 452 244
356 148 420 436 276
228 420 132 212 292
308 468 132 356 148
244 100 308 372 164
308 388 260 404 372
436 292 420 356 228
196 132 404 340 452
468 484 372 308 292
340 324 196 420 372
340 228 276 452 468
164 212 420 436 388
452 388 132 484 324
404 436 324 388 340
132 228 180 404 484
308 244 404 228 132
164 404 484 148 228
468 452 324 212 388
292 100 420 308 356
324 292 196 244 132
228 372 260 180 100
356 276 228 388 148
404 436 164 148 372
180 436 164 228 388
388 484 244 212 180
404 244 356 308 436
212 452 324 404 180
228 292 260 164 324
212 228 420 100 308
356 196 436 292 116
436 228 148 372 420
404 196 356 372 308
308 244 404 468 196
468 228 196 356 388
228 212 276 356 148
468 388 116 420 148
180 292 468 116 420
340 436 244 148 180
420 484 404 228 452
132 196 180 436 484
308 148 260 212 228
276 100 260 228 148
340 452 164 356 388
404 292 164 484 116
388 420 244 100 372
468 436 356 324 116
148 436 244 356 468
404 484 148 276 452
244 148 340 372 436
180 324 452 228 212
388 404 132 276 148
356 164 372 212 340
148 484 340 468 100
420 244 452 180 324
324 260 244 340 468
260 100 212 148 404
260 436 212 308 292
276 212 196 404 484
244 420 356 276 436
420 356 292 276 132
436 484 404 244 420
196 292 356 260 484
196 484 292 340 180
196 356 148 212 116
116 388 452 468 292
276 244 324 260 228
260 196 404 212 292
228 484 180 388 100
308 372 292 148 484
436 404 356 116 148
404 164 452 388 132
244 164 324 100 484
260 468 404 388 292
132 404 420 436 228
340 260 324 372 196
260 228 324 164 308
452 372 484 148 196
484 388 180 276 116
196 180 164 132 100
276 404 132 292 164
116 468 404 356 452
308 340 116 436 356
436 148 180 324 276
436 276 356 484 308
356 292 212 164 324
436 484 116 340 180
180 356 116 436 340
324 292 356 148 228
180 468 452 132 276
340 148 116 228 308
164 196 324 212 452
404 292 340 436 244
212 292 436 116 100
116 340 388 292 436
388 276 100 164 148
148 180 276 388 340
116 484 452 340 196
436 260 404 308 196
180 420 388 148 436
420 164 324 308 388
260 228 196 292 244
340 372 436 228 452
244 212 308 340 148
100 244 356 228 324
276 148 404 260 484
484 324 404 244 468
116 436 260 276 180
228 436 340 196 180
452 436 100 468 244
388 196 100 244 420
356 260 404 340 100
340 116 100 356 484
260 132 292 372 228
212 388 340 164 356
308 196 324 452 484
420 484 196 212 404
452 372 340 196 388
372 452 388 180 116
180 452 324 356 212
244 196 276 148 436
420 372 404 340 132
452 324 132 180 372
244 276 260 148 180
260 324 276 180 132
372 324 260 180 244
100 292 164 452 132
116 484 356 372 468
420 116 276 228 212
436 308 372 292 116
164 372 180 436 212
356 132 116 164 308
196 116 372 260 148
388 148 196 276 116
164 324 292 436 260
132 356 100 164 420
372 244 484 132 436
148 164 100 356 308
164 276 468 212 116
308 340 164 372 180
388 196 148 180 244
404 180 340 372 468
116 244 484 196 212
132 260 244 436 100
308 212 468 420 116
276 196 180 308 468
292 356 164 468 308
244 340 180 212 356
356 244 452 468 276
260 244 468 388 276
420 212 292 228 308
388 324 116 148 404
484 116 244 388 324
388 244 212 132 356
404 372 132 196 340
436 372 292 180 212
436 388 132 260 420
340 372 420 356 132
196 276 388 116 420
116 164 196 260 452
132 484 276 404 452
148 212 132 292 180
452 324 340 420 292
180 308 244 468 372
340 244 292 356 196
340 452 116 436 372
180 436 100 388 244
244 468 324 420 308
196 356 132 308 276
308 100 148 484 292
436 212 148 404 452
164 372 276 308 452
276 244 228 452 212
212 308 164 452 404
420 116 244 148 292
452 148 372 436 356
308 164 436 244 116
132 420 308 372 388
132 148 484 260 340
372 244 324 260 436
388 484 468 356 340
356 212 436 292 388
484 356 420 180 340
340 212 388 228 196
196 468 372 260 324
148 196 212 132 484
196 436 356 484 148
324 292 468 148 436
276 260 116 372 196
436 148 324 164 116
324 452 276 164 132
404 276 196 132 292
404 212 132 228 196
388 308 132 164 484
340 212 388 436 180
468 276 260 100 244
308 164 276 228 388
404 164 324 484 388
260 196 452 388 324
340 244 388 404 228
260 116 148 244 132
452 436 164 484 180
404 164 388 484 292
260 340 276 164 116
420 116 404 276 372
180 212 308 340 372
372 404 148 116 468
100 452 132 468 196
452 148 180 276 308
420 468 372 436 388
228 340 100 148 356
260 420 292 308 468
260 324 420 356 484
292 452 436 340 132
260 196 484 100 468
180 436 388 340 276
388 196 372 276 324
468 228 308 484 340
260 324 292 228 164
356 388 292 148 308
356 260 244 276 116
468 196 244 340 388
132 164 356 260 372
132 292 148 116 308
340 468 452 196 372
244 484 420 372 228
244 180 292 388 484
212 452 180 468 244
100 132 436 180 196
484 420 468 356 388
452 260 212 484 228
196 388 356 372 484
132 116 308 452 420
404 260 420 148 100
132 340 196 148 292
164 404 180 132 388
388 276 404 148 308
436 324 468 372 164
420 116 356 180 468
436 372 468 244 164
116 436 276 452 148
340 356 436 148 260
484 100 452 308 324
420 196 388 372 148
436 228 260 420 212
132 388 180 276 100
244 308 196 292 148
484 276 228 260 292
212 260 436 132 164
452 132 244 404 292
404 324 468 212 132
276 212 420 404 244
100 404 420 228 164
228 388 356 420 324
388 132 420 356 164
164 292 372 100 116
276 468 228 340 244
388 116 164 340 468
340 388 372 276 148
468 404 436 356 324
292 260 388 212 148
468 308 340 372 388
180 308 148 436 452
436 484 148 324 452
404 212 324 292 116
244 196 372 436 388
292 196 468 404 340
164 260 228 292 100
308 260 468 244 148
116 212 484 260 468
196 452 340 244 468
148 356 276 212 196
260 404 356 452 420
164 212 420 356 388
468 404 100 164 116
164 132 388 356 260
356 404 340 212 260
116 100 324 244 228
116 148 468 212 388
484 100 404 388 148
404 100 196 164 484
356 324 340 276 180
484 436 228 292 404
244 308 468 260 372
420 404 388 468 340
292 148 244 324 388
260 116 212 132 292
324 116 260 468 132
468 404 276 372 100
388 340 452 324 244
452 164 468 100 340
292 276 484 212 436
132 324 468 356 196
116 132 196 180 100
100 388 308 420 356
340 244 164 388 292
260 388 340 100 180
116 292 468 196 148
468 452 276 132 484
372 212 116 420 340
404 212 180 148 484
276 468 292 356 132
100 468 180 148 292
148 244 356 164 212
132 196 228 452 340
260 372 388 132 244
340 276 356 388 132
372 100 260 164 132
244 180 436 340 324
436 484 404 164 212
356 404 372 260 340
436 404 180 260 100
468 324 372 356 180
132 388 324 308 468
260 148 340 132 116
324 436 180 452 292
100 356 452 372 340
388 452 100 148 468
404 372 468 260 452
132 180 308 340 148
100 436 132 452 260
468 148 212 292 180
116 276 452 356 164
436 356 244 420 148
324 340 308 356 420
116 196 164 452 132
212 372 404 324 388
196 276 244 260 132
452 164 388 100 404
212 388 468 308 276
196 356 340 276 308
436 340 468 148 452
340 100 308 228 196
116 404 388 260 436
340 356 324 388 260
468 276 420 436 116
228 164 388 468 340
196 436 212 164 132
196 436 132 404 260
420 100 148 180 468
404 484 324 276 292
100 196 260 148 324
340 436 324 212 180
276 372 308 468 228
372 388 356 132 340
372 180 468 116 452
244 340 228 436 372
372 244 436 228 116
404 468 260 484 244
132 276 484 116 436
356 436 324 388 276
228 468 276 116 132
228 260 372 404 292
276 372 228 404 420
132 372 196 164 148
228 372 132 276 340
420 212 164 308 436
308 324 212 356 388
116 260 292 244 484
100 164 212 404 484
292 324 180 356 404
356 260 484 132 100
404 292 164 260 372
484 404 228 372 292
244 164 116 436 100
308 468 116 100 292
244 388 196 100 148
180 164 148 132 356
260 292 116 132 276
468 308 180 260 452
276 324 420 340 196
308 452 228 132 196
132 244 228 212 356
292 308 388 164 468
180 212 132 388 340
100 388 340 324 212
260 196 484 292 340
180 436 372 308 100
116 436 212 420 260
420 340 356 388 468
116 436 388 228 276
436 116 148 260 324
356 292 452 164 132
132 100 404 372 468
340 244 420 100 180
260 372 100 228 388
436 164 116 260 100
180 308 260 372 164
116 164 212 228 148
244 148 452 276 292
436 468 308 116 260
180 148 436 468 100
100 116 292 196 132
292 116 212 340 180
228 468 356 324 212
404 276 484 372 292
420 244 404 468 180
404 100 212 420 292
212 164 372 436 180
484 292 244 260 148
468 404 484 292 340
468 308 212 452 132
132 244 436 116 324
372 116 484 292 356
228 388 180 468 244
372 308 388 164 356
404 468 356 196 148
100 404 196 356 308
244 340 100 484 436
260 164 436 404 468
244 340 132 116 404
372 388 260 308 404
148 276 452 212 420
420 292 452 340 276
388 100 372 452 340
116 292 404 164 468
452 100 372 308 180
276 356 388 260 420
100 340 372 452 148
164 404 420 356 340
452 228 212 436 116
260 420 340 228 404
372 100 292 180 212
100 452 276 404 132
116 276 484 196 340
404 148 228 276 116
404 388 484 420 148
260 340 420 308 436
452 420 180 484 372
196 292 308 260 356
484 260 452 372 196
148 132 372 196 436
292 180 356 340 212
308 276 372 148 244
356 468 324 372 388
452 180 196 260 436
228 420 132 116 468
164 420 116 212 292
372 452 132 116 292
340 420 116 308 356
388 196 244 340 276
372 100 212 132 452
164 100 148 244 420
244 292 132 436 164
132 116 228 356 388
148 212 420 372 100
308 468 244 180 276
148 228 420 196 180
484 292 196 164 436
148 324 260 228 292
340 260 100 116 244
148 260 164 452 372
420 436 452 228 132
180 148 228 308 420
436 244 404 484 468
164 212 308 436 404
148 436 468 324 132
228 388 484 436 292
452 404 292 180 436
404 244 164 212 324
132 148 468 180 484
164 324 292 116 244
372 484 212 116 132
148 340 100 260 132
180 196 436 356 308
196 180 372 276 340
388 180 404 228 452
404 308 452 148 420
100 452 148 308 372
180 468 404 308 196
372 164 404 100 260
276 324 356 148 212
468 340 372 452 276
180 436 324 148 452
292 180 132 100 452
260 100 388 468 196
292 132 148 308 324
356 132 212 420 276
180 420 132 484 372
340 212 324 180 292
308 372 404 356 132
436 244 100 132 468
180 212 276 404 484
340 164 404 132 244
324 196 276 228 436
420 452 148 212 292
452 116 180 388 404
212 324 148 260 404
116 340 276 132 212
340 436 276 132 292
404 308 436 388 260
420 436 404 228 340
324 356 452 164 404
244 468 452 116 324
308 164 452 148 132
260 212 340 180 452
308 468 212 260 436
116 420 372 468 260
212 324 260 276 404
276 260 436 324 484
276 388 468 356 244
484 308 356 436 148
324 196 308 260 212
244 180 228 404 292
452 196 100 260 116
308 420 484 132 436
260 468 420 116 196
100 276 452 484 356
308 180 196 100 324
372 180 452 324 404
452 420 436 212 244
164 420 324 100 212
324 452 244 292 180
244 100 164 228 388
372 340 484 420 180
372 100 132 228 452
116 148 388 228 132
180 324 484 404 372
212 260 324 356 452
452 132 484 116 308
372 436 148 356 260
260 388 308 340 324
452 276 100 116 356
356 100 292 228 212
452 100 404 148 388
100 356 260 436 148
292 212 324 196 452
244 468 308 228 340
244 132 212 260 324
372 404 276 420 212
356 468 132 372 324
340 324 388 148 436
244 276 420 388 132
468 116 308 100 228
468 340 116 388 420
308 244 324 196 164
148 436 420 116 404
180 324 100 148 164
116 132 388 148 292
388 340 276 452 116
228 100 324 436 420
484 196 388 420 260
292 132 116 180 164
164 276 212 228 420
100 164 276 148 484
340 276 116 196 228
276 164 244 404 452
212 164 244 276 228
292 356 324 388 148
452 116 244 228 324
260 468 420 276 340
196 324 436 356 132
132 116 436 260 148
292 436 276 100 340
132 420 484 452 164
244 436 356 116 196
356 436 404 196 164
228 164 436 260 212
484 228 244 276 436
212 484 468 452 132
388 372 148 452 308
308 340 356 404 196
292 340 324 356 468
388 324 260 132 340
404 276 116 212 244
244 212 196 276 132
116 324 452 100 132
260 340 388 212 468
212 452 292 116 468
212 372 228 260 164
468 276 324 212 420
436 356 164 244 420
180 468 372 148 452
468 292 420 196 244
244 356 116 420 484
484 436 308 196 388
276 484 420 452 164
436 356 276 484 228
452 228 180 388 324
324 132 196 356 452
212 132 484 244 100
324 372 436 148 420
100 356 436 212 308
452 164 484 420 292
164 132 212 436 372
292 132 228 244 276
292 260 420 308 132
340 244 180 212 164
180 100 196 164 212
452 116 276 436 468
484 132 116 196 468
420 388 100 180 324
372 276 212 404 116
388 484 260 100 212
260 196 276 388 180
324 196 116 308 180
164 356 324 132 308
244 180 388 356 436
260 244 212 420 148
276 308 180 436 324
244 452 100 164 132
356 260 164 196 484
212 324 292 356 404
180 260 340 388 404
100 308 484 276 148
196 212 372 420 388
356 452 388 228 484
452 116 276 228 244
116 420 372 276 308
292 212 308 100 244
484 180 372 228 308
132 340 292 116 244
148 244 260 452 100
420 468 276 452 180
260 228 372 420 468
404 196 452 100 468
228 484 308 292 340
116 308 196 468 244
260 276 196 100 180
196 180 372 356 468
292 340 404 420 452
436 212 244 308 260
468 324 372 132 148
228 340 324 100 372
